book_id,isbn13,isbn,authors,original_publication_year,title,average_rating,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,ratings_count
1162,9780446585030,446585025,Ellen DeGeneres,2011.0,Seriously... I'm Kidding,3.72,2961,8032,21234,23345,24114,74358
1163,9780439272640,439272637,"Lemony Snicket, Brett Helquist",2000.0,"The Miserable Mill (A Series of Unfortunate Events, #4)",3.83,1298,7142,31785,37268,31516,101325
1164,9780316175680,316175676,Eowyn Ivey,2012.0,The Snow Child,3.95,1238,3845,18320,36287,25332,72328
1165,2940016231920,,"J. Lynn, Jennifer L. Armentrout",2013.0,"Wait for You (Wait for You, #1)",4.19,1772,3824,16957,40784,51887,106236
1166,9780810970690,810970686,Jeff Kinney,2009.0,"The Last Straw (Diary of a Wimpy Kid, #3)",4.11,1705,4602,16436,23834,40446,82518
1167,9780679433130,679433139,"Dante Alighieri, Allen Mandelbaum, Eugenio Montale",1308.0,The Divine Comedy,4.06,1235,4476,17788,29573,35852,74130
1168,9781405204260,1405204265,"Benjamin Hoff, Ernest H. Shepard",1982.0,The Tao of Pooh,4.01,1341,3865,16342,27011,29138,69975
1169,9781620610110,1620610116,Jennifer L. Armentrout,2012.0,"Onyx (Lux, #2)",4.33,1174,3166,14340,36807,63868,111448
1170,9780062085540,62085530,Tahereh Mafi,2013.0,"Unravel Me (Shatter Me, #2)",4.28,1764,3826,14757,36003,60497,109183
1171,9780812968970,812968972,Sarah Dunant,2003.0,The Birth of Venus,3.79,1743,5465,22050,29609,21122,78129
1172,9781423104000,,Eoin Colfer,2005.0,"The Opal Deception  (Artemis Fowl, #4)",4.04,1019,3646,21890,38429,36331,95638
1173,9780385354290,385354282,"David Lagercrantz, Stieg Larsson, George Goulding",2015.0,"The Girl in the Spider's Web (Millennium, #4)",3.73,1850,5662,22883,33656,17809,53751
1174,9780812998600,081299860X,Emma Cline,2016.0,The Girls,3.49,2905,11033,32122,34599,14153,76761
1175,9781582349910,1582349908,Shannon Hale,2003.0,"The Goose Girl (The Books of Bayern, #1)",4.18,1726,3198,14755,33819,43515,92952
1176,9780060584760,60584750,Dennis Lehane,2001.0,Mystic River,4.19,943,2406,13458,36410,38031,86103
1177,9780099549340,99549344,Isaac Marion,2010.0,"Warm Bodies (Warm Bodies, #1)",3.93,1779,5283,20394,33652,30342,66381
1178,9780451528350,451528352,"Mark Twain, Everett H. Emerson",1881.0,The Prince and the Pauper,3.84,1053,5031,26289,33530,24680,84682
1179,9780340837950,340837942,Robert A. Heinlein,1966.0,The Moon is a Harsh Mistress,4.17,877,2892,14617,30401,37878,80366
1180,9780670021450,670021458,"Elif Shafak, إليف شافاق, ارسلان فصیحی, محمد درويش",2010.0,The Forty Rules of Love,4.17,2119,3582,10129,21560,35884,35283
1181,9780330371230,330371231,Janet Evanovich,1999.0,"High Five (Stephanie Plum, #5)",4.17,234,1715,18880,40111,40222,92737
1182,9781781162640,1781162646,Stephen King,2013.0,Joyland,3.9,1349,4135,19027,34328,23382,75018
1183,9781612620240,1612620248,"Hajime Isayama, Sheldon Drzka",2010.0,"Attack on Titan, Vol. 1 (Attack on Titan, #1)",4.42,1497,2163,8125,19796,52780,82565
1184,9780684801540,068480154X,F. Scott Fitzgerald,1933.0,Tender Is the Night,3.83,1719,5896,22117,32814,24222,79008
1185,9780385312580,038531258X,Olive Ann Burns,1984.0,Cold Sassy Tree,3.99,1410,3959,18327,31333,29617,82281
1186,9780811214050,811214044,Tennessee Williams,1945.0,The Glass Menagerie,3.67,2327,8897,27637,32344,21950,90032
1187,9781609450790,1609450787,"Elena Ferrante, Ann Goldstein",2011.0,My Brilliant Friend (The Neapolitan Novels #1),3.88,2191,5663,19003,34930,26646,64637
1188,9780307353140,307353133,Timothy Ferriss,2007.0,The 4-Hour Workweek,3.84,2637,6377,18156,25731,25884,66129
1189,9780062515670,62515675,Robin S. Sharma,1996.0,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams  Reaching Your Destiny,3.77,2900,5582,14980,22014,20001,52031
1190,9780670022690,670022691,Amor Towles,2011.0,Rules of Civility,3.99,1044,3843,17133,36063,27049,75541
1191,9780575077030,575077026,Larry Niven,1970.0,"Ringworld (Ringworld, #1)",3.96,1172,4609,18536,30483,27761,76925
1192,9780399254120,399254129,Ruta Sepetys,2011.0,Between Shades of Gray,4.36,885,1911,10720,34578,53192,87718
1193,9780689818770,689818769,"Andrew Clements, Brian Selznick",1996.0,Frindle,3.79,2530,7349,22318,25470,26829,83351
1194,9780810983920,810983915,Jeff Kinney,2009.0,"Dog Days (Diary of a Wimpy Kid, #4)",4.14,1691,4157,14900,22681,39557,78592
1195,9780062065250,62065246,Louise Erdrich,2012.0,The Round House,3.91,1240,4085,16752,32262,21797,67928
1196,9780440487620,,Madeleine L'Engle,1973.0,"A Wind in the Door (A Wrinkle in Time Quintet, #2)",4.07,1318,3499,18357,34396,36202,87277
1197,9780062237420,006223742X,Veronica Roth,2012.0,"Free Four: Tobias Tells the Divergent Knife-Throwing Scene (Divergent, #1.5)",4.18,1258,3843,15265,25378,42350,81621
1198,9780385539260,385539258,Hanya Yanagihara,2015.0,A Little Life,4.27,2540,3792,9264,22287,47661,66782
1199,9781563899800,1563899809,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",2003.0,"Y: The Last Man, Vol. 1: Unmanned",4.12,2462,3478,12272,27613,36490,81326
1200,9780765330420,765330423,Brandon Sanderson,2011.0,"The Alloy of Law (Mistborn, #4)",4.2,271,1652,12408,36754,33812,72185
1201,,,Charlaine Harris,2011.0,"Dead Reckoning (Sookie Stackhouse, #11)",3.77,1623,8127,31815,36438,28038,87066
1202,9780345452010,345452003,"Anne Tyler, Jennifer Bassett",1985.0,The Accidental Tourist,3.9,1069,4354,20299,32505,24037,80075
1203,9781442408920,1442408928,Benjamin Alire Sáenz,2012.0,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe, #1)",4.34,2086,3759,13829,33659,69912,108884
1204,9780451528520,451528522,H.G. Wells,1897.0,The Invisible Man,3.62,1620,8318,33136,34502,18141,84778
1205,,,"Haruki Murakami, Alfred Birnbaum",1985.0,Hard-Boiled Wonderland and the End of the World,4.15,537,2571,12766,30321,31237,63764
1206,9780061122100,61122092,"Paulo Coelho, Alan R. Clarke",1994.0,By the River Piedra I Sat Down and Wept,3.57,3569,8464,20303,21049,17440,62106
1207,9781402726030,1402726023,"Johann David Wyss, Scott McKowen, Arthur Pober",1812.0,The Swiss Family Robinson  ,3.92,1516,4885,20991,28531,28554,78355
1208,9780450542890,450542882,Stephen King,1990.0,Four Past Midnight ,3.9,671,3658,22268,31790,23515,76376
1209,9781937044960,1937044963,Jennifer Probst,2012.0,"The Marriage Bargain (Marriage to a Billionaire, #1)",3.81,2260,6830,25972,34389,28138,91630
1210,9780553213140,553213148,L.M. Montgomery,1909.0,"Anne of Avonlea (Anne of Green Gables, #2)",4.21,736,2515,17508,39849,47537,99918
1211,9780448405210,448405202,"Watty Piper, Doris Hauman, George Hauman",1930.0,The Little Engine That Could,4.15,1585,4152,15526,21390,40835,82102
1212,9780399162090,399162097,Karen Joy Fowler,2013.0,We Are All Completely Beside Ourselves,3.71,2104,6350,20852,30962,17582,59973
1213,9780765304740,765304740,Orson Scott Card,1996.0,"Children of the Mind (Ender's Saga, #4)",3.74,1630,6726,23486,29071,20462,74517
1214,9780679722760,679722769,James Joyce,1922.0,Ulysses,3.74,6976,8093,17457,22201,31757,76791
1215,9780142401770,142401773,Sarah Dessen,1998.0,Someone Like You,3.94,1183,5249,21809,27952,30485,84358
1216,9780312304360,312304358,Alan Brennert,2003.0,Moloka'i,4.15,815,2666,12907,32048,32877,75307
1217,9780099471420,99471426,Anne Rice,1990.0,"The Witching Hour (Lives of the Mayfair Witches, #1)",4.1,1837,4549,15324,27118,39093,79824
1218,9781581345280,1581345283,Frank E. Peretti,1986.0,"This Present Darkness (Darkness, #1)",4.24,1574,2825,10154,21084,38433,71815
1219,,,Jessica Sorensen,2012.0,"The Coincidence of Callie & Kayden (The Coincidence, #1)",4.21,1680,3767,14668,32938,48134,97615
1220,9781594634480,1594634475,Lauren Groff,2015.0,Fates and Furies,3.56,3942,8645,21297,27975,15926,66085
1221,9780440243760,440243750,Judy Blume,1998.0,Summer Sisters,3.83,1369,5413,21330,26826,22765,73515
1222,9780064400560,64400565,"E.B. White, Garth Williams",1945.0,Stuart Little,3.88,1571,5851,23885,29647,29520,89033
1223,9780380508560,380508567,Isaac Asimov,1953.0,"The Foundation Trilogy (Foundation, #1-3)",4.39,444,1409,8322,23209,41827,72311
1224,9780375708110,375708111,Brian Greene,1999.0,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",4.06,1482,2773,12304,26557,26414,32626
1225,9780064408640,64408639,"Lemony Snicket, Brett Helquist",2000.0,"The Austere Academy (A Series of Unfortunate Events, #5)",3.97,1005,4992,25048,37595,34756,99311
1226,9780312980150,312980140,Janet Evanovich,2001.0,"Seven Up (Stephanie Plum, #7)",4.15,243,1819,19146,38698,38800,94506
1227,9780061662770,61662763,Kelley Armstrong,2009.0,"The Awakening (Darkest Powers, #2)",4.16,1151,3775,17773,31477,44064,95026
1228,9780451459400,451459407,Jim Butcher,2003.0,"Death Masks (The Dresden Files, #5)",4.32,125,812,11099,37096,41732,83664
1229,9780152802170,152802177,Janell Cannon,1993.0,Stellaluna,4.22,1330,3298,14442,24455,44878,87423
1230,9780575077880,575077883,Joe Abercrombie,2007.0,Before They Are Hanged (The First Law #2),4.27,462,1479,9236,32187,34551,68865
1231,9780345494990,345494997,Nancy Horan,2007.0,Loving Frank,3.73,1811,6127,20667,31566,17662,72734
1232,9780312983860,312983867,"Janet Evanovich, Lorelei King",2002.0,"Hard Eight (Stephanie Plum, #8)",4.17,252,1930,18305,37742,39221,93057
1233,9780060566230,60566221,"Lemony Snicket, Brett Helquist",2001.0,"The Vile Village (A Series of Unfortunate Events, #7)",3.94,1165,4930,24324,33902,31470,89733
1234,9780446359400,446359408,Flora Rheta Schreiber,1973.0,Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities,3.99,1086,3345,16767,26328,26329,72493
1235,9780375508320,375508325,Carl Sagan,1980.0,Cosmos,4.35,1403,2044,8926,22885,45764,76440
1236,9781400032820,1400032822,Chuck Palahniuk,2005.0,Haunted,3.59,3632,8551,20095,22184,18091,68861
1237,9780517222850,051722285X,Rosamunde Pilcher,1987.0,The Shell Seekers,4.13,1035,3074,14363,25457,33777,73573
1238,9781932416640,1932416641,Dave Eggers,2006.0,What Is the What,4.16,684,2128,9938,25665,26325,59333
1239,9781400034710,140003471X,"Gabriel García Márquez, Gregory Rabassa",1981.0,Chronicle of a Death Foretold,3.95,955,4077,18369,33190,25062,56200
1240,9780582416390,582416396,"Ronald Holt, Arthur Conan Doyle",1891.0,"A Scandal in Bohemia (The Adventures of Sherlock Holmes, #1)",4.22,1003,1472,9654,23231,30188,65422
1241,9780805093070,805093079,"Bill O'Reilly, Martin Dugard",2011.0,Killing Lincoln: The Shocking Assassination that Changed America Forever,4.02,3032,3067,12962,28216,29392,71868
1242,9780307265750,307265749,Jhumpa Lahiri,2013.0,The Lowland,3.82,1356,4113,16972,30069,16758,62231
1243,9780142406630,142406635,John Flanagan,2004.0,"The Ruins of Gorlan (Ranger's Apprentice, #1)",4.2,1319,3020,14065,30897,42268,83085
1244,9780670011100,067001110X,Laurie Halse Anderson,2009.0,Wintergirls,3.98,2390,5689,18550,29809,35608,87665
1245,9780385339670,385339674,John Grisham,2000.0,The Brethren,3.71,1188,5217,23942,26290,16913,69351
1246,9780553565690,553565699,Robin Hobb,1997.0,"Assassin's Quest (Farseer Trilogy, #3)",4.18,846,3016,12847,29868,36122,67125
1247,9780451194010,451194004,Ira Levin,1967.0,Rosemary's Baby,3.96,1458,4285,19367,30332,29133,78766
1248,9780375507780,375507779,"Stephen King, Peter Straub",1984.0,"The Talisman (The Talisman, #1)",4.12,1188,4149,15834,27743,38383,79508
1249,9780812550290,812550293,Robert Jordan,1998.0,"The Path of Daggers (Wheel of Time, #8)",3.9,1130,5454,20796,27930,26819,74815
1250,9780140042530,140042520,Jack Kerouac,1958.0,The Dharma Bums,3.94,1290,4017,15055,24541,22762,62454
1251,9781841497130,1841497126,Kelley Armstrong,2010.0,"The Reckoning (Darkest Powers, #3)",4.21,1256,3395,15949,29157,47052,92922
1252,9781400067560,1400067553,Katherine Boo,2012.0,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",3.97,1447,4028,15165,30994,25444,69596
1253,9780152058100,152058109,"P.L. Travers, Mary Shepard",1934.0,"Mary Poppins (Mary Poppins, #1)",4.05,1382,4493,18678,27207,35844,82706
1254,9780553804680,553804685,Scott Lynch,2007.0,"Red Seas Under Red Skies (Gentleman Bastard, #2)",4.23,432,1714,10685,31914,33858,68255
1255,9780679734770,679734775,Sandra Cisneros,1984.0,The House on Mango Street,3.57,4086,9341,25470,28936,18950,81579
1256,9780670018700,670018708,David Benioff,2008.0,City of Thieves,4.28,458,1566,9324,31105,35462,68063
1257,9780061245080,61245089,Jeaniene Frost,2007.0,"Halfway to the Grave (Night Huntress, #1)",4.18,2461,4690,16805,35199,54455,106608
1258,9780141318300,141318309,"Roald Dahl, Quentin Blake",1980.0,The Twits,3.94,1264,5201,22531,29859,31479,82458
1259,9780060278250,60278250,Garth Nix,2003.0,"Abhorsen (Abhorsen, #3)",4.29,1355,2076,10963,28715,44221,80740
1260,9780446612550,446612545,"James Patterson, Peter de Jonge",2002.0,The Beach House,3.82,1125,4351,20127,25271,19497,68676
1261,9780751504580,751504572,Stephen King,1987.0,The Eyes of the Dragon,3.92,1238,4959,19595,28784,27073,72714
1262,9780441104020,441104029,Frank Herbert,1976.0,Children of Dune (Dune Chronicles #3),3.9,861,4425,20138,30723,23589,74133
1263,9781841499890,1841499889,James S.A. Corey,2011.0,"Leviathan Wakes (The Expanse, #1)",4.2,638,2046,11177,35570,33474,68416
1264,9781619636040,1619636042,Sarah J. Maas,2015.0,"Queen of Shadows (Throne of Glass, #4)",4.6,830,1492,6544,24703,81285,99067
1265,9780679729780,679729771,Art Spiegelman,1991.0,"Maus II: A Survivor's Tale: And Here My Troubles Began (Maus, #2)",4.41,1337,1827,8751,25772,53582,90147
1266,9780140501830,140501827,Ezra Jack Keats,1962.0,The Snowy Day,4.13,1758,4170,15058,22324,39390,81914
1267,9780747267640,747267634,Janet Evanovich,2003.0,"To the Nines (Stephanie Plum, #9)",4.16,247,1811,17809,36430,37115,86963
1268,9780312554190,312554192,Emily Giffin,2012.0,Where We Belong,3.86,974,3650,19479,29787,19758,68224
1269,9780385495230,385495226,Richard   Preston,1994.0,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,4.1,865,2675,14163,29413,29499,72207
1270,9780099448470,99448475,"Haruki Murakami, Philip Gabriel",1999.0,Sputnik Sweetheart,3.82,657,4218,21129,31826,17635,62229
1271,9780670024860,670024856,Elizabeth Gilbert,2012.0,The Signature of All Things,3.81,2242,5439,16022,26347,20325,61135
1272,9781592402040,1592402038,Lynne Truss,2003.0,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",3.86,1519,5028,21237,32009,24339,79117
1273,9780060572970,60572965,Kim Harrison,2004.0,"Dead Witch Walking (The Hollows, #1)",4.04,2671,5133,18380,30713,40200,91390
1274,9780399231900,399231900,"Clement C. Moore, Jan Brett",1986.0,The Night Before Christmas,4.36,965,2473,12073,21977,52355,81553
1275,9780752898480,752898477,Diana Gabaldon,2009.0,"An Echo in the Bone (Outlander, #7)",4.42,426,1486,8981,25413,49189,68854
1276,9780061996160,61996165,Cynthia Hand,2011.0,"Unearthly (Unearthly, #1)",4.06,2808,5060,18333,34714,43108,99942
1277,9780310226060,310226058,Lee Strobel,1988.0,The Case for Christ,4.1,2248,3100,11150,21955,31190,67128
1278,9780812577560,812577566,Robert Jordan,2005.0,"Knife of Dreams (Wheel of Time, #11)",4.12,1036,3002,13517,28076,31805,71379
1279,9780440421700,440421705,Carl Hiaasen,2002.0,Hoot,3.81,1487,5482,23106,29621,22690,75275
1280,9780679729520,679729526,"Virgil, Robert Fitzgerald",-17.0,The Aeneid,3.81,1531,6436,23683,28909,24792,75051
1281,9781594487360,1594487367,Junot Díaz,2012.0,This Is How You Lose Her,3.75,2222,5928,18086,27736,18309,66720
1282,9780307265840,307265838,"Haruki Murakami, Jay Rubin",2004.0,After Dark,3.68,926,5833,24947,30379,14607,64278
1283,9780553375400,553375407,Daniel Quinn,1992.0,Ishmael:A Novel,3.97,2488,4505,11881,20450,26644,63304
1284,9781416995560,1416995552,Jenny Han,2010.0,"It's Not Summer Without You (Summer, #2)",4.14,1171,3813,15170,26207,38505,80367
1285,9780373210500,373210493,Katie McGarry,2012.0,"Pushing the Limits (Pushing the Limits, #1)",4.08,2464,4565,17592,33721,42130,93818
1286,9780439321620,439321611,"Kennilworthy Whisp, J.K. Rowling",2001.0,Quidditch Through the Ages,3.85,1367,8104,29884,32041,34692,90908
1287,9780395401460,395401461,"Harry Allard, James  Marshall",1977.0,"Miss Nelson Is Missing! (Miss Nelson, #1)",4.26,840,2512,12582,21038,40501,77206
1288,9780451196710,451196716,"Richard Bachman, Stephen King",1979.0,The Long Walk,4.11,813,3338,14937,28192,32656,71775
1289,9780060566210,60566213,"Lemony Snicket, Brett Helquist",2001.0,"The Ersatz Elevator (A Series of Unfortunate Events, #6)",4.01,890,4245,22224,35182,34165,90071
1290,9780385732540,385732538,Lois Lowry,2004.0,"Messenger (The Giver, #3)",3.9,737,4513,22960,35888,25197,79746
1291,9780451412360,451412354,J.R. Ward,2007.0,"Lover Revealed (Black Dagger Brotherhood, #4)",4.3,622,2703,14865,33783,54498,97830
1292,9780385516490,385516487,"Stephen King, Jerry N. Uelsmann",2005.0,'Salem's Lot,4.25,460,1854,12040,24920,35451,72797
1293,9780316057780,316057770,"Trenton Lee Stewart, Carson Ellis",2007.0,"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",4.14,1236,3820,16158,32050,40231,87335
1294,9780446579800,446579807,Christopher Hitchens,2007.0,god is Not Great: How Religion Poisons Everything,3.96,2982,3856,12657,24274,26179,64347
1295,9781301627450,1301627445,Abbi Glines,2013.0,"Never Too Far (Rosemary Beach, #2; Too Far, #2)",4.21,1356,3842,15546,33228,49086,97616
1296,9780061015730,61015733,Michael Crichton,2004.0,State of Fear,3.69,2603,6100,19559,24269,17769,65397
1297,9780316122380,316122386,Jennifer E. Smith,2012.0,The Statistical Probability of Love at First Sight,3.8,2569,7379,25452,32106,28350,89356
1298,9780786836540,786836547,Jonathan Stroud,2004.0,"The Golem's Eye (Bartimaeus, #2)",4.09,1500,2678,13194,27306,29899,69058
1299,9781842430220,184243022X,Tom Robbins,1980.0,Still Life with Woodpecker,4.04,960,2789,11834,23239,22689,56802
1300,9780156031660,156031663,Jenna Blum,2004.0,Those Who Save Us,4.12,765,2223,12264,30513,27803,68480
1301,9780385340540,385340540,John Grisham,2005.0,The Broker,3.77,893,4463,21542,25960,16965,65428
1302,9781595143980,1595143971,Beth Revis,2011.0,"Across the Universe (Across the Universe, #1)",3.78,3870,8338,24592,33481,30467,94176
1303,9780671250680,671250671,M. Scott Peck,1978.0,"The Road Less Traveled: A New Psychology of Love, Traditional Values, and Spiritual Growth",4.03,1319,3294,13426,22757,25945,61238
1304,9780451459880,451459873,Jim Butcher,2004.0,"Blood Rites (The Dresden Files, #6)",4.33,133,765,10036,34916,40525,79627
1305,9780807508530,807508527,"Gertrude Chandler Warner, L. Kate Deal",1942.0,"The Boxcar Children (The Boxcar Children, #1)",4.09,2080,4487,18904,27979,42493,92916
1306,9780143123230,143123238,A.S.A. Harrison,2013.0,The Silent Wife,3.3,2753,10948,28278,22276,7914,60323
1307,9780091940740,91940737,Caitlin Moran,2011.0,How to Be a Woman,3.73,3890,7041,18498,26706,22893,70446
1308,,,Sarah J. Maas,2016.0,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",4.72,931,1420,4725,18000,101415,108384
1309,9780297854400,297854399,Keith Richards,2010.0,Life,3.84,2452,4587,14539,23848,20545,60409
1310,9780676979340,676979343,Jhumpa Lahiri,2008.0,Unaccustomed Earth,4.11,442,2284,11807,27840,25212,60126
1311,9780316601960,316601950,Anita Shreve,1998.0,The Pilot's Wife,3.5,1935,8327,27878,26648,11880,71777
1312,9780140283300,140283307,Don DeLillo,1985.0,White Noise,3.86,1902,5355,15405,25335,22221,55678
1313,9780743464120,743464117,Stephen E. Ambrose,1992.0,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",4.42,593,1088,6549,22048,40630,66079
1314,9780785819110,785819118,Charles Darwin,1859.0,The Origin of Species,3.97,2513,4297,15150,22868,29228,64162
1315,9781891830430,1891830430,Craig Thompson,2003.0,Blankets,4.06,1727,3601,13030,24472,29791,70454
1316,9780061374230,61374229,David Wroblewski,2008.0,The Story of Edgar Sawtelle,3.6,4187,9296,19768,27012,19191,70382
1317,9780345439110,345439104,Christina Schwarz,2000.0,Drowning Ruth,3.73,1081,4904,21822,27694,15452,67768
1318,9780876850860,876850867,Charles Bukowski,1971.0,Post Office,4.01,790,2908,13689,28738,22283,59295
1319,9780679744400,679744398,Cormac McCarthy,1992.0,"All the Pretty Horses (The Border Trilogy, #1)",3.97,1406,3865,14354,29344,23930,68451
1320,9781593082050,1593082045,"Arthur Conan Doyle, Kyle Freeman",1914.0,"The Complete Sherlock Holmes, Vol 2",4.46,463,1077,7005,19926,43354,66857
1321,9781569319020,1569319014,"Eiichirō Oda, Andy Nakatani",1997.0,"One Piece, Volume 01: Romance Dawn (One Piece, #1)",4.42,1561,2018,6936,13269,43919,67047
1322,9780451450520,451450523,Peter S. Beagle,1968.0,"The Last Unicorn (The Last Unicorn, #1)",4.18,1156,3142,13820,24629,37872,76277
1323,9780060577320,60577312,Angie Sage,2005.0,"Magyk (Septimus Heap, #1)",3.8,2917,7378,22850,29932,28012,86805
1324,9780689848920,689848919,Laurie Halse Anderson,2000.0,Fever 1793,3.89,1268,4721,20863,31432,25328,81945
1325,9780670018860,670018864,Tana French,2008.0,"The Likeness (Dublin Murder Squad, #2)",4.05,915,2856,14814,34478,27180,72480
1326,9780307408860,307408868,Erik Larson,2015.0,Dead Wake: The Last Crossing of the Lusitania,4.07,1070,2171,12326,32604,24835,61439
1327,9780812504700,812504690,Rudyard Kipling,1894.0,The Jungle Book,3.94,1096,4323,20388,27903,27595,67107
1328,9781439177720,1439177724,Terry Hayes,2013.0,"I Am Pilgrim (Pilgrim, #1)",4.23,1949,2805,8408,22567,36261,49740
1329,9780872863100,872863107,"Allen Ginsberg, William Carlos Williams",1956.0,Howl and Other Poems,4.14,1544,3203,12223,24316,34043,71968
1330,9780733800850,073380084X,Richard Carlson,1997.0,Don't Sweat the Small Stuff ... and it's all small stuff: Simple Ways to Keep the Little Things from Taking Over Your Life,3.95,829,3551,16609,23292,22681,63324
1331,9781617750250,1617750255,"Adam Mansbach, Ricardo Cortés",2011.0,Go the Fuck to Sleep,4.26,1546,2636,10551,20458,39553,71816
1332,9780345418780,345418778,Douglas Adams,1992.0,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",3.96,856,4729,20017,28884,28938,72426
1333,9780743258070,074325807X,Walter Isaacson,2003.0,Benjamin Franklin: An American Life,3.96,3086,3391,13181,25649,26497,70335
1334,9780385343830,385343833,Téa Obreht,2011.0,The Tiger's Wife,3.37,4103,11059,25070,24442,11533,66104
1335,9780778324330,778324338,Maria V. Snyder,2005.0,"Poison Study (Study, #1)",4.16,1612,3895,16969,39358,46781,96417
1336,9780451222350,451222350,J.R. Ward,2007.0,"Lover Unbound (Black Dagger Brotherhood, #5)",4.33,649,2630,13782,31871,55886,97514
1337,9780060502940,60502932,Terry Pratchett,2004.0,"Going Postal (Discworld, #33; Moist von Lipwig, #1)",4.36,346,1093,9312,29258,42055,75186
1338,9780967686560,967686563,"Anonymous, Joseph Smith Jr.",1830.0,The Book of Mormon: Another Testament of Jesus Christ,4.37,6989,2468,2246,1749,52708,63530
1339,9780451223300,451223292,Stephen King,1980.0,The Mist,3.92,988,4618,20962,30268,26404,82062
1340,9780451460910,045146091X,Jim Butcher,2005.0,"Dead Beat (The Dresden Files, #7)",4.43,74,494,7436,30945,45100,78123
1341,9780345539820,345539826,Pierce Brown,2015.0,"Golden Son (Red Rising, #2)",4.46,338,1069,6783,25147,46198,57614
1342,9780552154310,055215430X,Terry Pratchett,2002.0,"Night Watch (Discworld, #29; City Watch, #6)",4.47,232,724,7113,24480,46568,71271
1343,9780061020700,61020702,Terry Pratchett,1986.0,"The Light Fantastic (Discworld, #2; Rincewind #2)",3.94,344,3897,22419,36096,26012,75196
1344,9780316078570,316078573,Malcolm Gladwell,2009.0,What the Dog Saw and Other Adventures,3.82,1117,4118,19088,28218,18077,65277
1345,9780062430880,62430874,Karin Slaughter,2015.0,Pretty Girls,3.95,2344,4769,16789,33410,29314,60737
1346,9780575077900,575077905,Joe Abercrombie,2008.0,"Last Argument of Kings (The First Law, #3)",4.26,587,1861,9269,27438,33979,65068
1347,9781476770380,1476770387,Stephen King,2014.0,Revival,3.75,1438,4573,19386,27879,15815,53662
1348,9780679800030,679800034,Dr. Seuss,1954.0,Horton Hears a Who!,4.16,1149,3284,15440,24307,39049,80883
1349,9780393330470,393330478,Michael   Lewis,2006.0,The Blind Side: Evolution of a Game,4.16,1235,2171,10263,22861,29089,37792
1350,9780060590160,60590165,Garth Nix,2001.0,"Lirael (Abhorsen, #2)",4.29,700,1867,11594,30134,42646,78903
1351,9780316155600,316155594,James Patterson,2006.0,"School's Out—Forever (Maximum Ride, #2)",4.16,1342,3805,16869,30866,43941,90157
1352,9780316080840,316080845,"Yana Toboso, Tomo Kimura",2007.0,"Black Butler, Vol. 1 (Black Butler, #1)",4.37,1380,2566,8886,16896,45723,74378
1353,9780312642980,312642989,Marissa Meyer,2015.0,"Winter (The Lunar Chronicles, #4)",4.49,359,1436,9090,32666,67187,100464
1354,9780141439730,141439734,"Robert Louis Stevenson, Robert Mighall",1886.0,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,3.94,585,3466,20735,31129,24734,80299
1355,9780545457830,545457823,Emily Seife,2012.0,The Hunger Games Tribute Guide,4.4,1503,1999,7561,13505,43098,67264
1356,9780345503800,345503805,Peter V. Brett,2008.0,"The Warded Man (Demon Cycle, #1)",4.27,1086,2245,9429,27034,37849,64416
1357,9780486426750,486426750,John Bunyan,1678.0,The Pilgrim's Progress,3.98,2639,5492,14895,20757,32338,67777
1358,9780440241030,440241022,Lee Child,2005.0,"One Shot (Jack Reacher, #9)",4.2,289,1204,10908,30708,28330,63335
1359,9781423140570,1423140575,Rick Riordan,2012.0,"The Serpent's Shadow (Kane Chronicles, #3)",4.28,483,2042,13098,29853,44056,82757
1360,9781416552510,1416552510,Stephen King,2008.0,Duma Key,3.93,1249,4629,18274,30121,25323,73807
1361,9780330448440,330448447,Kate Morton,2006.0,The House at Riverton,3.93,920,3728,18993,33495,23757,69948
1362,9780812575580,081257558X,Robert Jordan,2000.0,"Winter's Heart (Wheel of Time, #9)",3.92,1205,5085,18770,26473,25981,71355
1363,9780451461030,451461037,Jim Butcher,2006.0,"Proven Guilty (The Dresden Files, #8)",4.41,96,463,7367,30876,41888,75133
1364,9780451529560,451529553,"Fyodor Dostoyevsky, Andrew R. MacAndrew, Ben Marcus",1864.0,"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead",4.17,797,2379,10752,23667,29365,65900
