book_id,title,author,isbn13,cover_path
2647,Flags of Our Fathers,James D. Bradley,9.78055338415e+12,book_covers\2647_Flags of Our Fathers.jpg
2655,"Ender's Game, Volume 1: Battle School (Ender's Saga)",Christopher Yost,9.78078513581e+12,
2657,False Memory,Dean Koontz,9.78055358023e+12,
2654,"Sojourn (Forgotten Realms: The Dark Elf Trilogy, #3; Legend of Drizzt, #3)",R.A. Salvatore,9.78156076047e+12,"book_covers\2654_Sojourn (Forgotten Realms: The Dark Elf Trilogy, #.jpg"
2658,"Moving Pictures (Discworld, #10; Industrial Revolution, #1)",Terry Pratchett,9.78055215294e+12,
2656,"Kimi ni Todoke: From Me to You, Vol. 1",Karuho Shiina,9.78142152755e+12,"book_covers\2656_Kimi ni Todoke: From Me to You, Vol. 1.jpg"
2663,The Little Paris Bookshop,Nina George,9.78055341877e+12,
2662,"Midnight Alley (The Morganville Vampires, #3)",Rachel Caine,9.78045122238e+12,
2666,"Executive Orders (Jack Ryan Universe, #9)",Tom Clancy,9.78000647976e+12,
2660,As a Man Thinketh,James Allen,9.78158542565e+12,book_covers\2660_As a Man Thinketh.jpg
2664,Sweet Tooth,Ian McEwan,9.78022409738e+12,
2661,Bonk: The Curious Coupling of Science and Sex,Mary Roach,9.78039306464e+12,book_covers\2661_Bonk: The Curious Coupling of Science and Sex.jpg
2659,"Captive in the Dark (The Dark Duet, #1)",C.J. Roberts,2.94001144494e+12,"book_covers\2659_Captive in the Dark (The Dark Duet, #1).jpg"
2667,One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,9.78031032191e+12,book_covers\2667_One Thousand Gifts: A Dare to Live Fully Right Whe.jpg
2665,"Twisted Perfection (Rosemary Beach, #5; Perfection, #1)",Abbi Glines,,"book_covers\2665_Twisted Perfection (Rosemary Beach, #5; Perfection.jpg"
2670,Where Eagles Dare ,Alistair MacLean,9.78156025455e+12,
2668,Psycho,Robert Bloch,9.78074754526e+12,book_covers\2668_Psycho.jpg
2669,"Ship of Magic (Liveship Traders, #1)",Robin Hobb,9.78000649886e+12,
2672,Milk and Honey,Rupi Kaur,9.78150278428e+12,
2671,Circle of Friends,Maeve Binchy,9.7800994986e+12,book_covers\2671_Circle of Friends.jpg
2673,"Rainbow Six (Jack Ryan Universe, #10)",Tom Clancy,9.78042517034e+12,"book_covers\2673_Rainbow Six (Jack Ryan Universe, #10).jpg"
2674,Fragile Things: Short Fictions and Wonders,Neil Gaiman,9.78006051522e+12,book_covers\2674_Fragile Things: Short Fictions and Wonders.jpg
2675,Sister,Rosamund Lupton,9.78074994201e+12,book_covers\2675_Sister.jpg
2678,Superman: Red Son,Mark Millar,9.78140120191e+12,
2677,"Thief of Time (Discworld, #26; Death, #5)",Terry Pratchett,9.78006103133e+12,
2679,Three Junes,Julia Glass,9.78038572142e+12,
2676,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,9.78076537707e+12,book_covers\2676_The Three-Body Problem (Remembrance of Earth’s Pas.jpg
2681,The Reason for God: Belief in an Age of Skepticism,Timothy J. Keller,9.78052595049e+12,
2680,The Autobiography of Benjamin Franklin,Benjamin Franklin,9.78074325507e+12,book_covers\2680_The Autobiography of Benjamin Franklin.jpg
2682,"King of Thorns (The Broken Empire, #2)",Mark  Lawrence,9.78193700748e+12,
2683,"The Sins of the Father (The Clifton Chronicles, #2)",Jeffrey Archer,9.78125000097e+12,
2686,Blue Ocean Strategy: How To Create Uncontested Market Space And Make The Competition Irrelevant,W. Chan Kim,9.78159139619e+12,
2685,"Killer (Pretty Little Liars, #6)",Sara Shepard,9.78006156613e+12,
2690,"The Short Drop (Gibson Vaughn, #1)",Matthew FitzSimmons,,
2684,"Shadowland (The Mediator, #1)",Meg Cabot,9.78006072511e+12,"book_covers\2684_Shadowland (The Mediator, #1).jpg"
2688,The Peach Keeper,Sarah Addison Allen,9.78055380723e+12,
2687,"Fang (Maximum Ride, #6)",James Patterson,9.78031603619e+12,"book_covers\2687_Fang (Maximum Ride, #6).jpg"
2689,The Napping House,Audrey Wood,9.78015202632e+12,book_covers\2689_The Napping House.jpg
2692,"Beautiful Oblivion (The Maddox Brothers, #1)",Jamie McGuire,,"book_covers\2692_Beautiful Oblivion (The Maddox Brothers, #1).jpg"
2691,"You Suck (A Love Story, #2)",Christopher Moore,9.78006059029e+12,"book_covers\2691_You Suck (A Love Story, #2).jpg"
2694,"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Power of Now",Eckhart Tolle,9.78157731196e+12,"book_covers\2694_Practicing the Power of Now: Essential Teachings, .jpg"
2696,Put Me in the Zoo,Robert Lopshire,9.78067984484e+12,book_covers\2696_Put Me in the Zoo.jpg
2695,"The Face on the Milk Carton (Janie Johnson, #1)",Caroline B. Cooney,9.78038532328e+12,
2693,"A Fire Upon the Deep (Zones of Thought, #1)",Vernor Vinge,9.78081251528e+12,"book_covers\2693_A Fire Upon the Deep (Zones of Thought, #1).jpg"
2698,Invisible Cities,Italo Calvino,9.78015645381e+12,
2699,"Flat-Out Love (Flat-Out Love, #1)",Jessica Park,,"book_covers\2699_Flat-Out Love (Flat-Out Love, #1).jpg"
2697,"Firelight (Firelight, #1)",Sophie Jordan,9.78006193508e+12,
2702,"The Midwife: A Memoir of Birth, Joy, and Hard Times",Jennifer Worth,9.78014311623e+12,
2701,"The Claiming of Sleeping Beauty (Sleeping Beauty, #1)",A.N. Roquelaure,9.78045228142e+12,
2700,The Narrow Road to the Deep North,Richard Flanagan,9.7817416667e+12,
2704,Then Came You,Jennifer Weiner,9.78145161773e+12,
2705,"The Awakening (The Vampire Diaries, #1)",L.J. Smith,9.78006102e+12,
2706,"It Had to Be You (Chicago Stars, #1)",Susan Elizabeth Phillips,9.78038077683e+12,
2708,Fly Away Home,Jennifer Weiner,9.78074329427e+12,book_covers\2708_Fly Away Home.jpg
2703,Hell's Angels: A Strange and Terrible Saga,Hunter S. Thompson,9.78222109073e+12,book_covers\2703_Hell's Angels: A Strange and Terrible Saga.jpg
2709,The Red and the Black,Stendhal,9.78014044764e+12,book_covers\2709_The Red and the Black.jpg
2711,"Incarceron (Incarceron, #1)",Catherine Fisher,9.78034089361e+12,"book_covers\2711_Incarceron (Incarceron, #1).jpg"
2712,"Awake at Dawn (Shadow Falls, #2)",C.C. Hunter,9.78031262468e+12,"book_covers\2712_Awake at Dawn (Shadow Falls, #2).jpg"
2710,"The Virgin's Lover (The Plantagenet and Tudor Novels, #13)",Philippa Gregory,9.78074326926e+12,book_covers\2710_The Virgin's Lover (The Plantagenet and Tudor Nove.jpg
2707,Boomerang: Travels in the New Third World,Michael   Lewis,9.78039334344e+12,book_covers\2707_Boomerang: Travels in the New Third World.jpg
2714,"Starcrossed (Starcrossed, #1)",Josephine Angelini,9.78006201199e+12,
2715,"Night Star (The Immortals, #5)",Alyson Noel,9.78031259099e+12,
2713,The Road to the Dark Tower: Exploring Stephen King's Magnum Opus,Bev Vincent,9.78045121304e+12,book_covers\2713_The Road to the Dark Tower: Exploring Stephen King.jpg
2716,Dead Poets Society,N.H. Kleinbaum,9.78055328299e+12,
2717,Wreckage,Emily Bleeker,,book_covers\2717_Wreckage.jpg
2718,"The Fifth Elephant (Discworld, #24; City Watch, #5)",Terry Pratchett,9.78055215422e+12,"book_covers\2718_The Fifth Elephant (Discworld, #24; City Watch, #5.jpg"
2721,"Hexed (The Iron Druid Chronicles, #2)",Kevin Hearne,9.7803455225e+12,
2723,Fool Me Once,Harlan Coben,9.78052595509e+12,
2720,Autobiography of a Yogi,Paramahansa Yogananda,9.78087612084e+12,book_covers\2720_Autobiography of a Yogi.jpg
2719,"The Sorcerer in the North (Ranger's Apprentice, #5)",John Flanagan,9.78174166129e+12,"book_covers\2719_The Sorcerer in the North (Ranger's Apprentice, #5.jpg"
2725,Hate List,Jennifer Brown,9.78031604145e+12,book_covers\2725_Hate List.jpg
2722,"Scary Stories to Tell in the Dark (Scary Stories, #1)",Alvin Schwartz,9.78059043197e+12,
2726,The Distance Between Us,Kasie West,9.78006223566e+12,
2727,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Karen Armstrong,9.78051722312e+12,
2724,Hiroshima,John Hersey,9.78067972103e+12,
2729,Twenty Love Poems and a Song of Despair,Pablo Neruda,9.78014303997e+12,
2728,"Abaddon's Gate (The Expanse, #3)",James S.A. Corey,9.78031612908e+12,
2731,"No, David!",David Shannon,9.78059093002e+12,"book_covers\2731_No, David!.jpg"
2732,Utopia,Thomas More,9.7801404491e+12,
2737,"The Big Bad Wolf  (Alex Cross, #9)",James Patterson,9.78044661022e+12,
2730,"The Cardinal of the Kremlin (Jack Ryan Universe, #5)",Tom Clancy,9.78042511684e+12,"book_covers\2730_The Cardinal of the Kremlin (Jack Ryan Universe, #.jpg"
2739,Bad Feminist,Roxane Gay,9.78006228271e+12,
2733,"The Name of This Book Is Secret (Secret, #1)",Pseudonymous Bosch,9.78031611366e+12,"book_covers\2733_The Name of This Book Is Secret (Secret, #1).jpg"
2734,"Dorothy Must Die (Dorothy Must Die, #1)",Danielle  Paige,9.78006228067e+12,"book_covers\2734_Dorothy Must Die (Dorothy Must Die, #1).jpg"
2735,The Husband,Dean Koontz,9.7805538048e+12,book_covers\2735_The Husband.jpg
2738,Balzac and the Little Chinese Seamstress,Dai Sijie,9.78038572221e+12,book_covers\2738_Balzac and the Little Chinese Seamstress.jpg
2736,The Particular Sadness of Lemon Cake,Aimee Bender,9.78038550112e+12,book_covers\2736_The Particular Sadness of Lemon Cake.jpg
2740,"Petals on the Wind (Dollanganger, #2)",V.C. Andrews,9.78067172948e+12,
2741,Danny the Champion of the World,Roald Dahl,9.78037581426e+12,
2742,Battle Hymn of the Tiger Mother,Amy Chua,9.78159420284e+12,
2744,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,9.78140005258e+12,
2748,"Grounded (Up in the Air, #3)",R.K. Lilley,,
2749,I Too Had a Love Story,Ravinder Singh,9.7881885757e+12,
2746,"Mary, Mary (Alex Cross, #11)",James Patterson,9.78044661904e+12,"book_covers\2746_Mary, Mary (Alex Cross, #11).jpg"
2747,Oranges Are Not the Only Fruit,Jeanette Winterson,,
2743,Nimona,Noelle Stevenson,,book_covers\2743_Nimona.jpg
2745,"From Potter's Field (Kay Scarpetta, #6)",Patricia Cornwell,9.7804252047e+12,"book_covers\2745_From Potter's Field (Kay Scarpetta, #6).jpg"
2750,"Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #1)",Betty MacDonald,9.78006440149e+12,
2752,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",Dan   Harris,9.78006226542e+12,
2753,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Ina Garten,9.78140005434e+12,
2751,"Trunk Music (Harry Bosch, #5; Harry Bosch Universe, #6)",Michael Connelly,9.78031294192e+12,"book_covers\2751_Trunk Music (Harry Bosch, #5; Harry Bosch Universe.jpg"
2759,"A Living Nightmare (Cirque Du Freak, #1)",Darren Shan,9.78031690572e+12,
2754,"Blood Work (Harry Bosch Universe, #8; Terry McCaleb #1)",Michael Connelly,9.78044669045e+12,"book_covers\2754_Blood Work (Harry Bosch Universe, #8; Terry McCale.jpg"
2757,"Ahab's Wife, or The Star-Gazer",Sena Jeter Naslund,9.78006083874e+12,
2758,"Tsubasa: RESERVoir CHRoNiCLE, Vol. 01",CLAMP,9.78034547058e+12,
2756,"The Viper's Nest (39 Clues, #7)",Peter Lerangis,9.78054506048e+12,"book_covers\2756_The Viper's Nest (39 Clues, #7).jpg"
2760,"The League of Extraordinary Gentlemen, Vol. 1",Alan Moore,9.78156389859e+12,"book_covers\2760_The League of Extraordinary Gentlemen, Vol. 1.jpg"
2755,The Gods Themselves,Isaac Asimov,9.78185798934e+12,
2761,Feed,M.T. Anderson,9.7807636226e+12,book_covers\2761_Feed.jpg
2763,Medea,Euripides,9.78048627548e+12,
2764,"The Demon King (Seven Realms, #1)",Cinda Williams Chima,9.78142311824e+12,"book_covers\2764_The Demon King (Seven Realms, #1).jpg"
2765,Hinds' Feet on High Places,Hannah Hurnard,9.7808423143e+12,
2762,"Angels' Blood (Guild Hunter, #1)",Nalini Singh,9.78042522693e+12,
2767,"Saga, Vol. 3 (Saga, #3)",Brian K. Vaughan,9.78160706932e+12,
2768,"Personal (Jack Reacher, #19)",Lee Child,9.78080417875e+12,"book_covers\2768_Personal (Jack Reacher, #19).jpg"
2766,Black Hole,Charles Burns,9.7803754238e+12,book_covers\2766_Black Hole.jpg
2770,A Man Without a Country,Kurt Vonnegut Jr.,9.78081297736e+12,book_covers\2770_A Man Without a Country.jpg
2769,Z: A Novel of Zelda Fitzgerald,Therese Anne Fowler,9.78125002865e+12,book_covers\2769_Z: A Novel of Zelda Fitzgerald.jpg
2771,When I Found You,Catherine Ryan Hyde,,book_covers\2771_When I Found You.jpg
2772,Lilac Girls,Martha Hall Kelly,9.78110188308e+12,
2775,A Constellation of Vital Phenomena,Anthony Marra,9.78077043642e+12,book_covers\2775_A Constellation of Vital Phenomena.jpg
2778,Two-Way Street,Lauren Barnholdt,9.78141691318e+12,
2774,"Make Me (Jack Reacher, #20)",Lee Child,9.7805930739e+12,
2777,The End of Your Life Book Club,Will Schwalbe,9.78030759404e+12,
2776,"While It Lasts (Sea Breeze, #3)",Abbi Glines,,
2773,"7th Heaven (Women's Murder Club, #7)",James Patterson,9.7803160177e+12,"book_covers\2773_7th Heaven (Women's Murder Club, #7).jpg"
2781,A Grief Observed,C.S. Lewis,9.78006065239e+12,
2779,"All In (The Blackstone Affair, #2)",Raine Miller,,
2780,"The Siege of Macindaw (Ranger's Apprentice, #6)",John Flanagan,9.78174166135e+12,"book_covers\2780_The Siege of Macindaw (Ranger's Apprentice, #6).jpg"
2783,"Emperor Mage (Immortals, #3)",Tamora Pierce,9.78141690338e+12,"book_covers\2783_Emperor Mage (Immortals, #3).jpg"
2785,"Witch & Wizard (Witch & Wizard, #1)",James Patterson,,
2782,"Transmetropolitan, Vol. 1: Back on the Street (Transmetropolitan, #1)",Warren Ellis,9.78156389446e+12,"book_covers\2782_Transmetropolitan, Vol. 1: Back on the Street (Tra.jpg"
2784,Decision Points,George W. Bush,9.78030759062e+12,book_covers\2784_Decision Points.jpg
2788,The Wright Brothers,David McCullough,9.78147672874e+12,
2787,Forever . . .,Judy Blume,9.7803303978e+12,book_covers\2787_Forever . . ..jpg
2790,American Lion: Andrew Jackson in the White House,Jon Meacham,9.78140006325e+12,
2786,"Julie of the Wolves (Julie of the Wolves, #1)",Jean Craighead George,9.78006440059e+12,"book_covers\2786_Julie of the Wolves (Julie of the Wolves, #1).jpg"
2789,The Matarese Circle (Matarese #1),Robert Ludlum,9.78075285856e+12,book_covers\2789_The Matarese Circle (Matarese #1).jpg
2791,"The Forgotten (John Puller, #2)",David Baldacci,9.78044657305e+12,
2792,"Shadows of Self (Mistborn, #5)",Brandon Sanderson,9.78076537855e+12,
2795,Archer's Voice,Mia Sheridan,,book_covers\2795_Archer's Voice.jpg
2796,The Lost Wife,Alyson Richman,9.78042524414e+12,
2793,"Mad About the Boy (Bridget Jones, #3)",Helen Fielding,9.78034580795e+12,"book_covers\2793_Mad About the Boy (Bridget Jones, #3).jpg"
2798,"I, Claudius (Claudius, #1)",Robert Graves,9.78067972477e+12,
2794,The Four Loves,C.S. Lewis,9.7800062809e+12,book_covers\2794_The Four Loves.jpg
2799,"The Testing (The Testing, #1)",Joelle Charbonneau,9.78054795911e+12,
2800,"Takedown Twenty (Stephanie Plum, #20)",Janet Evanovich,9.78034554288e+12,"book_covers\2800_Takedown Twenty (Stephanie Plum, #20).jpg"
2802,"Terrier (Beka Cooper, #1)",Tamora Pierce,9.78037581469e+12,
2801,The Boy Who Sneaks in My Bedroom Window,Kirsty Moseley,9.78146998402e+12,
2797,History of Beauty,Umberto Eco,9.78084782647e+12,book_covers\2797_History of Beauty.jpg
2805,Anya's Ghost,Vera Brosgol,9.78159643714e+12,book_covers\2805_Anya's Ghost.jpg
2806,The Rules of Attraction,Bret Easton Ellis,9.78067978149e+12,
2811,"King of the Murgos (The Malloreon, #2)",David Eddings,9.78055214803e+12,
2804,A House in the Sky,Amanda Lindhout,9.78145165169e+12,book_covers\2804_A House in the Sky.jpg
2810,The Magus,John Fowles,9.7803162962e+12,
2807,"The Good, the Bad, and the Undead (The Hollows, #2)",Kim Harrison,9.78006057298e+12,"book_covers\2807_The Good, the Bad, and the Undead (The Hollows, #2.jpg"
2803,"First Grave on the Right (Charley Davidson, #1)",Darynda Jones,9.78031266275e+12,"book_covers\2803_First Grave on the Right (Charley Davidson, #1).jpg"
2808,"The Crystal Shard (Forgotten Realms: Icewind Dale, #1; Legend of Drizzt, #4)",R.A. Salvatore,9.78078694247e+12,
2809,Wide Sargasso Sea,Jean Rhys,9.78014027422e+12,book_covers\2809_Wide Sargasso Sea.jpg
2812,"On the Bright Side, I'm Now the Girlfriend of a Sex God (Confessions of Georgia Nicolson, #2)",Louise Rennison,9.78006028814e+12,
2813,"You (You, #1)",Caroline Kepnes,9.78147678559e+12,
2814,"Dreams of Gods & Monsters (Daughter of Smoke & Bone, #3)",Laini Taylor,9.78031613407e+12,
2817,Chapterhouse: Dune (Dune Chronicles #6),Frank Herbert,9.78044110268e+12,
2818,Brown Girl Dreaming,Jacqueline Woodson,9.78039925252e+12,
2816,"Tiger's Curse (The Tiger Saga, #1)",Colleen Houck,9.78140278403e+12,
2819,"Feed (Newsflesh Trilogy, #1)",Mira Grant,9.78031608105e+12,"book_covers\2819_Feed (Newsflesh Trilogy, #1).jpg"
2815,Playing for Pizza,John Grisham,9.78038552501e+12,book_covers\2815_Playing for Pizza.jpg
2820,Icy Sparks,Gwyn Hyman Rubio,9.7801420002e+12,book_covers\2820_Icy Sparks.jpg
2821,"Anne's House of Dreams (Anne of Green Gables, #5)",L.M. Montgomery,9.78055321319e+12,
2823,"J is for Judgment (Kinsey Millhone, #10)",Sue Grafton,9.78044900066e+12,
2822,"The Templar Legacy (Cotton Malone, #1)",Steve Berry,9.78034547617e+12,"book_covers\2822_The Templar Legacy (Cotton Malone, #1).jpg"
2826,"Lick (Stage Dive, #1)",Kylie Scott,9.78174334237e+12,
2824,The Physick Book of Deliverance Dane,Katherine Howe,9.7814013409e+12,book_covers\2824_The Physick Book of Deliverance Dane.jpg
2831,The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,9.78067944433e+12,
2825,"Deadhouse Gates (The Malazan Book of the Fallen, #2)",Steven Erikson,9.78076531003e+12,"book_covers\2825_Deadhouse Gates (The Malazan Book of the Fallen, #.jpg"
2827,"Not a Penny More, Not a Penny Less",Jeffrey Archer,9.78031299714e+12,
2832,The First Fifteen Lives of Harry August,Claire North,9.78031639962e+12,
2830,"Consent to Kill (Mitch Rapp, #8)",Vince Flynn,9.78141650501e+12,
2828,Best Served Cold,Joe Abercrombie,9.78057508246e+12,book_covers\2828_Best Served Cold.jpg
2829,Elizabeth Is Missing,Emma Healey,9.78006230966e+12,book_covers\2829_Elizabeth Is Missing.jpg
2834,The Guns of August,Barbara W. Tuchman,9.7803454761e+12,book_covers\2834_The Guns of August.jpg
2838,Love Letters to the Dead,Ava Dellaira,9.78037434668e+12,
2835,"Separation of Power (Mitch Rapp, #5)",Vince Flynn,9.78067104734e+12,"book_covers\2835_Separation of Power (Mitch Rapp, #5).jpg"
2833,"The Prisoner of Heaven (The Cemetery of Forgotten Books, #3)",Carlos Ruiz Zafón,9.78006220628e+12,book_covers\2833_The Prisoner of Heaven (The Cemetery of Forgotten .jpg
2839,War Brides,Helen Bryan,,book_covers\2839_War Brides.jpg
2840,Homegoing,Yaa Gyasi,9.78110194714e+12,
2836,"Tomorrow, When the War Began (Tomorrow, #1)",John Marsden,9.78043982911e+12,"book_covers\2836_Tomorrow, When the War Began (Tomorrow, #1).jpg"
2837,"The Monuments Men: Allied Heroes, Nazi Thieves, and the Greatest Treasure Hunt in History",Robert M. Edsel,9.78159995149e+12,"book_covers\2837_The Monuments Men: Allied Heroes, Nazi Thieves, an.jpg"
2842,"Divine Justice (Camel Club, #4)",David Baldacci,9.78044619551e+12,
2845,"Plague (Gone, #4)",Michael  Grant,9.78006144912e+12,
2844,Left to Tell: Discovering God Amidst the Rwandan Holocaust,Immaculée Ilibagiza,9.78140190897e+12,
2843,"Kick-Ass (Kick-Ass, #1)",Mark Millar,9.78078513262e+12,
2841,Packing for Mars: The Curious Science of Life in the Void,Mary Roach,9.78039306847e+12,book_covers\2841_Packing for Mars: The Curious Science of Life in t.jpg
2846,Hard Times,Charles Dickens,9.78032110721e+12,
2848,A God in Ruins,Kate Atkinson,9.78031617654e+12,
2847,La Vérité sur l'affaire Harry Quebert,Joël Dicker,9.78287706816e+12,
2851,"Chobits, Vol. 1",CLAMP,9.78193151493e+12,
2849,Caught,Harlan Coben,9.78052595158e+12,book_covers\2849_Caught.jpg
2852,Battle Royale,Koushun Takami,9.78156931778e+12,
2855,#GIRLBOSS,Sophia Amoruso,9.78039916927e+12,
2850,"Magic Study (Study, #2)",Maria V. Snyder,9.78037380249e+12,"book_covers\2850_Magic Study (Study, #2).jpg"
2854,A Town Like Alice,Nevil Shute,9.78184232301e+12,
2858,"Bed of Roses (Bride Quartet, #2)",Nora Roberts,9.78042523008e+12,
2853,The Girl Who Chased the Moon,Sarah Addison Allen,9.78055380722e+12,book_covers\2853_The Girl Who Chased the Moon.jpg
2859,"Debt of Honor (Jack Ryan Universe, #8)",Tom Clancy,9.78042514758e+12,
2857,Crocodile on the Sandbank (Amelia Peabody #1),Elizabeth Peters,9.78044540651e+12,book_covers\2857_Crocodile on the Sandbank (Amelia Peabody #1).jpg
2856,The Secret Life of CeeCee Wilkes,Diane Chamberlain,9.78077832531e+12,book_covers\2856_The Secret Life of CeeCee Wilkes.jpg
2860,Till We Have Faces,C.S. Lewis,9.78015690436e+12,book_covers\2860_Till We Have Faces.jpg
2862,Strangers,Dean Koontz,9.78042518112e+12,
2861,"Point Blank (Alex Rider, #2)",Anthony Horowitz,9.78014240612e+12,"book_covers\2861_Point Blank (Alex Rider, #2).jpg"
2864,"Knuffle Bunny: A Cautionary Tale (Knuffle Bunny, #1)",Mo Willems,9.7818442806e+12,"book_covers\2864_Knuffle Bunny: A Cautionary Tale (Knuffle Bunny, #.jpg"
2865,"The Gashlycrumb Tinies (The Vinegar Works, #1)",Edward Gorey,9.78074754161e+12,
2866,"The Long Earth (The Long Earth, #1)",Terry Pratchett,9.78006206775e+12,"book_covers\2866_The Long Earth (The Long Earth, #1).jpg"
2863,"The Kill Artist (Gabriel Allon, #1)",Daniel Silva,9.78045120934e+12,"book_covers\2863_The Kill Artist (Gabriel Allon, #1).jpg"
2868,"Existence (Existence Trilogy, #1)",Abbi Glines,,
2867,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield,9.78044669144e+12,book_covers\2867_The War of Art: Break Through the Blocks & Win You.jpg
2870,That Summer,Sarah Dessen,9.7806700611e+12,
2869,What We Talk About When We Talk About Love,Raymond Carver,9.78067972306e+12,book_covers\2869_What We Talk About When We Talk About Love.jpg
2871,"Theft of Swords (The Riyria Revelations, #1-2)",Michael J. Sullivan,9.78031618775e+12,"book_covers\2871_Theft of Swords (The Riyria Revelations, #1-2).jpg"
2872,"Necessary Lies (Necessary Lies, #1)",Diane Chamberlain,9.7812500107e+12,"book_covers\2872_Necessary Lies (Necessary Lies, #1).jpg"
2874,Montana Sky,Nora Roberts,9.78042520575e+12,
2873,Lucifer's Hammer,Larry Niven,9.78044920814e+12,book_covers\2873_Lucifer's Hammer.jpg
2876,I Was Here,Gayle Forman,9.78045147148e+12,
2877,"The Complete Tales and Poems of Winnie-the-Pooh (Winnie-the-Pooh, #1-4)",A.A. Milne,9.78052546727e+12,
2879,Mike Mulligan and His Steam Shovel,Virginia Lee Burton,9.78039516961e+12,
2878,"Alone (Detective D.D. Warren, #1)",Lisa Gardner,9.78055358453e+12,
2875,Of Human Bondage,W. Somerset Maugham,9.78045153017e+12,
2880,"Divergent Series Complete Box Set (Divergent, #1-3)",Veronica Roth,9.78006227878e+12,
2884,"Never Fade (The Darkest Minds, #2)",Alexandra Bracken,9.78142315752e+12,
2883,Harvesting the Heart,Jodi Picoult,9.78014023028e+12,
2885,Dewey: The Small-Town Library Cat Who Touched the World,Vicki Myron,9.78044640741e+12,
2882,"Happy Ever After (Bride Quartet, #4)",Nora Roberts,9.78142336899e+12,
2886,"The School for Good and Evil (The School for Good and Evil, #1)",Soman Chainani,9.78006210489e+12,
2881,"Making Money (Discworld, #36; Moist Von Lipwig, #2)",Terry Pratchett,9.78006116164e+12,"book_covers\2881_Making Money (Discworld, #36; Moist Von Lipwig, #2.jpg"
2887,"For a Few Demons More (The Hollows, #5)",Kim Harrison,9.78006078838e+12,
2889,"Mistborn Trilogy Boxed Set (Mistborn, #1-3)",Brandon Sanderson,9.78076536544e+12,
2893,"The Drop (Harry Bosch, #17; Harry Bosch Universe, #21)",Michael Connelly,9.78031606941e+12,
2894,"Sailor Moon, #1 (Sailor Moon, #1)",Naoko Takeuchi,6.45573003012e+11,
2890,"The Coffin Dancer (Lincoln Rhyme, #2)",Jeffery Deaver,9.78067102409e+12,"book_covers\2890_The Coffin Dancer (Lincoln Rhyme, #2).jpg"
2891,"The Emperor's Code (The 39 Clues, #8)",Gordon Korman,9.78054506049e+12,"book_covers\2891_The Emperor's Code (The 39 Clues, #8).jpg"
2888,"The Secret Place (Dublin Murder Squad, #5)",Tana French,9.78067002633e+12,"book_covers\2888_The Secret Place (Dublin Murder Squad, #5).jpg"
2895,Think Like a Freak,Steven D. Levitt,9.78006221836e+12,
2897,Assassination Vacation,Sarah Vowell,9.78074326005e+12,
2892,The Complete Adventures of Curious George,Margret Rey,9.78061816442e+12,book_covers\2892_The Complete Adventures of Curious George.jpg
2896,Drama,Raina Telgemeier,9.780545327e+12,book_covers\2896_Drama.jpg
2898,Nine Princes in Amber (The Chronicles of Amber #1),Roger Zelazny,9.78038001431e+12,
2903,The Power of Myth,Joseph Campbell,9.78038541887e+12,
2902,The Fifth Mountain,Paulo Coelho,9.78072253654e+12,book_covers\2902_The Fifth Mountain.jpg
2899,The Museum of Extraordinary Things,Alice Hoffman,9.78145169356e+12,book_covers\2899_The Museum of Extraordinary Things.jpg
2900,"Ender in Exile (Ender's Saga, #1.2)",Orson Scott Card,9.78076530496e+12,"book_covers\2900_Ender in Exile (Ender's Saga, #1.2).jpg"
2901,"Undead and Unwed (Undead, #1)",MaryJanice Davidson,9.78042519485e+12,"book_covers\2901_Undead and Unwed (Undead, #1).jpg"
2904,"Lock In (Lock In, #1)",John Scalzi,9.78076537586e+12,"book_covers\2904_Lock In (Lock In, #1).jpg"
2905,Longbourn,Jo Baker,9.78038535123e+12,book_covers\2905_Longbourn.jpg
2906,As You Wish: Inconceivable Tales from the Making of The Princess Bride,Cary Elwes,9.78147676402e+12,book_covers\2906_As You Wish: Inconceivable Tales from the Making o.jpg
2910,Catch Me If You Can: The True Story of a Real Fake,Frank W. Abagnale,9.78184018717e+12,
2907,"Good Night, Gorilla",Peggy Rathmann,9.78039923004e+12,"book_covers\2907_Good Night, Gorilla.jpg"
2909,"In Too Deep (The 39 Clues, #6)",Jude Watson,9.78054506046e+12,
2913,"Claim Me (Stark Trilogy, #2)",J. Kenner,9.78034554583e+12,
2908,The Beginning of Everything,Robyn Schneider,9.78006221713e+12,book_covers\2908_The Beginning of Everything.jpg
2912,The Seat of the Soul,Gary Zukav,9.78068486519e+12,book_covers\2912_The Seat of the Soul.jpg
